,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,FarePerPerson,AgeGroup
62,0,3,0,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
63,0,3,0,-0.0,0,0,-0.4993789614297064,2,1,7.775,3
64,0,3,0,-0.0,0,0,-0.2349172332195367,2,1,22.525,3
65,0,3,0,-1.0,0,0,-0.498557785351603,1,1,7.8208,3
66,0,3,0,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
67,0,3,0,-0.0,0,0,-0.4825699532807549,2,1,8.7125,3
68,0,2,0,-1.0,0,0,-0.4056967560128836,2,1,13.0,3
69,0,2,0,1.0,0,0,-0.3690163625503503,0,1,15.0458,3
70,0,3,0,-1.0,1,0,-0.3796235190526646,0,2,7.2271,2
71,0,3,0,-0.0,0,0,-0.5233598130555439,0,1,6.4375,3
72,0,1,0,1.0,0,0,0.7102725693253484,0,1,75.2417,3
73,0,3,0,-0.0,1,0,-0.4998272016470118,1,2,3.875,3
74,0,3,0,-0.0,0,0,-0.5087920059931192,2,1,7.25,3
75,0,3,0,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
76,0,3,0,-1.0,0,0,-0.4990060255689084,2,1,7.7958,3
77,0,2,0,1.0,0,0,-0.4056967560128836,2,1,13.0,3
78,0,3,0,-0.0,0,0,-0.4944483190393473,2,1,8.05,3
79,0,3,0,0.0,0,0,-0.4944483190393473,2,1,8.05,3
80,0,1,0,2.0,0,0,-0.1277878212835526,0,1,28.5,4
81,0,3,0,-0.0,1,0,-0.5233598130555439,0,2,3.21875,3
82,0,3,0,1.0,0,0,-0.4972130646996868,2,1,7.8958,3
83,0,3,0,-0.0,0,0,-0.497958936421283,2,1,7.8542,3
84,0,3,0,-0.0,0,0,-0.5092402462104246,0,1,7.225,3
85,0,2,0,-0.0,0,0,-0.4056967560128836,2,1,13.0,3
86,0,3,0,1.0,1,6,0.2021169786532015,2,8,5.8625,3
87,0,1,0,2.0,1,3,4.065499411608207,0,5,52.475,5
88,0,2,0,-0.0,0,0,-0.1726118430140898,2,1,26.0,3
89,0,1,0,1.0,0,0,-0.1627505582333716,2,1,26.55,3
90,0,3,0,0.0,3,0,-0.3160487125518091,2,4,4.5,3
91,0,1,0,-0.0,0,0,0.2910926617883179,2,1,51.8625,3
92,0,3,0,-1.0,0,0,-0.4944483190393473,2,1,8.05,3
93,0,1,0,-0.0,0,0,-0.1627505582333716,2,1,26.55,3
94,0,2,0,0.0,1,1,-0.1726118430140898,2,3,8.666666666666666,3
95,0,3,0,-0.0,0,0,-0.4972130646996868,0,1,7.8958,3
96,0,3,0,2.0,0,0,5.028869193964238e-05,2,1,35.63,5
97,0,3,0,-1.0,4,2,-0.0760160761847821,2,7,4.483928571428572,2
98,0,3,0,-0.0,0,0,-0.5034131233854547,2,1,7.55,3
99,0,1,0,1.0,0,0,-0.1627505582333716,2,1,26.55,3
100,0,3,0,-2.0,1,1,-0.3654304408119074,0,3,5.081933333333333,1
101,0,3,0,-0.0,0,0,-0.513274408166173,2,1,7.0,3
102,0,2,0,1.0,0,0,-0.4056967560128836,2,1,13.0,3
103,0,1,0,1.0,0,0,0.2665882655886679,0,1,50.4958,4
104,0,3,0,-1.0,2,2,-0.0224513702167901,2,5,6.875,2
105,0,3,0,-0.0,0,0,-0.5034131233854547,2,1,7.55,3
106,0,3,0,-0.0,0,0,-0.5092402462104246,0,1,7.225,3
107,0,3,0,-1.0,1,0,-0.3895601081898902,2,2,6.95,3
108,0,3,0,-0.0,0,0,-0.5091649418539174,0,1,7.2292,3
109,0,3,0,1.0,1,5,-0.0760160761847821,2,7,4.483928571428572,3
110,0,1,0,2.0,1,0,0.3552663172194935,0,2,27.72085,4
111,0,2,0,0.0,0,0,-0.4056967560128836,2,1,13.0,3
112,0,1,0,1.0,1,1,0.8522141094981369,0,3,27.71943333333333,3
113,0,3,0,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
114,0,2,0,1.0,0,0,-0.3519079299362389,2,1,16.0,3
115,0,3,0,-1.0,2,0,-0.4944483190393473,2,3,2.6833333333333336,2
116,0,2,0,1.0,0,0,-0.4056967560128836,2,1,13.0,3
117,0,2,0,0.0,1,0,-0.1726118430140898,2,2,13.0,3
118,0,1,0,-0.0,0,0,-0.1726118430140898,2,1,26.0,3
119,0,3,0,-1.0,1,1,-0.3788023429745612,2,3,4.833333333333333,1
120,0,2,0,2.0,0,0,-0.4173510016628232,1,1,12.35,5
121,0,2,0,-2.0,0,2,-0.056069386514693,2,3,10.833333333333334,1
122,0,3,0,0.0,0,0,-0.497958936421283,2,1,7.8542,3
123,0,1,0,-2.0,0,2,1.7727507000912268,0,3,44.833333333333336,1
124,0,2,0,-1.0,0,0,-0.4505207777434208,2,1,10.5,3
125,0,3,0,-2.0,0,2,-0.3805953038437827,2,3,4.8,1
126,0,1,0,1.0,1,0,3.4406525486845183,0,2,113.7625,4
127,0,2,0,-0.0,0,0,-0.4505207777434208,2,1,10.5,3
128,0,1,0,-0.0,0,0,-0.1772430609392889,0,1,25.7417,3
129,0,2,0,-0.0,0,0,-0.4505207777434208,2,1,10.5,3
130,0,3,0,-0.0,0,0,-0.4972130646996868,2,1,7.8958,3
131,0,3,0,0.0,0,0,-0.2349172332195367,2,1,22.525,3
132,0,3,0,-0.0,0,0,-0.5123779277315622,2,1,7.05,3
133,0,2,0,-1.0,0,0,0.6790445698661178,2,1,73.5,2
134,0,1,0,1.0,0,0,0.1232267004074559,2,1,42.5,3
135,0,1,0,2.0,1,1,2.317213748365109,2,3,54.95556666666667,4
136,0,3,0,-0.0,0,0,-0.4944483190393473,2,1,8.05,3
137,0,3,0,-1.0,0,0,-0.4944483190393473,2,1,8.05,3
138,0,3,0,-1.0,0,0,-0.4990060255689084,2,1,7.7958,3
139,0,3,0,-1.0,0,0,-0.4990060255689084,2,1,7.7958,3
140,0,3,0,1.0,0,0,-0.3680445777592322,2,1,15.1,3
141,0,2,0,1.0,0,0,-0.4056967560128836,2,1,13.0,3
142,0,2,0,-1.0,0,0,0.5266428959822912,2,1,65.0,2
143,0,3,0,-1.0,1,0,-0.5223145168687877,2,2,3.2479,3
144,0,3,0,-0.0,0,0,-0.4975106962039776,1,1,7.8792,3
145,0,1,0,1.0,1,0,0.639300006278085,0,2,35.64165,3
146,0,3,0,-1.0,0,0,-0.497958936421283,2,1,7.8542,3
147,0,1,0,3.0,1,0,0.7104213850774939,0,2,37.625,5
148,0,3,0,-1.0,0,0,-0.5092402462104246,0,1,7.225,3
149,0,1,0,1.0,1,1,1.7727507000912268,0,3,44.833333333333336,3
150,0,3,0,-0.0,0,0,-0.4973618804518322,2,1,7.8875,3
151,0,3,0,-0.0,1,2,-0.2183323451792378,2,4,5.8625,3
152,0,1,0,1.0,1,0,0.2910926617883179,2,2,25.93125,3
153,0,2,0,1.0,1,1,-0.056069386514693,2,3,10.833333333333334,3
154,0,3,0,-1.0,0,0,-0.4966895201258742,2,1,7.925,3
155,0,1,0,-0.0,1,0,1.813615864222523,0,2,68.3896,3
156,0,3,0,-0.0,0,0,-0.4715880679567733,2,1,9.325,3
157,0,3,0,0.0,0,0,-0.4684503864356357,2,1,9.5,3
158,0,3,0,-0.0,0,0,-0.5034131233854547,2,1,7.55,3
159,0,3,0,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
160,0,3,0,-0.0,0,0,-0.4944483190393473,2,1,8.05,3
161,0,3,0,-1.0,0,0,-0.4993789614297064,2,1,7.775,3
162,0,3,0,1.0,1,0,-0.326806477767138,2,2,8.7,3
163,0,3,0,-1.0,0,0,-0.497958936421283,2,1,7.8542,3
164,0,2,0,0.0,0,0,-0.41040327829459,0,1,12.7375,3
165,0,3,0,-0.0,0,0,-0.4972130646996868,2,1,7.8958,3
166,0,1,0,-0.0,0,0,-0.6387816690116773,2,1,0.0,3
167,0,3,0,-0.0,0,0,-0.5034131233854547,2,1,7.55,3
168,0,3,0,-1.0,0,0,-0.4834664337153657,2,1,8.6625,2
169,0,1,0,1.0,0,0,0.7102725693253484,0,1,75.2417,4
170,0,3,0,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
171,0,3,0,-0.0,0,0,-0.5092402462104246,0,1,7.225,3
172,0,2,0,-0.0,0,0,-0.4505207777434208,2,1,10.5,3
173,0,2,0,1.0,1,0,-0.1726118430140898,2,2,13.0,3
174,0,2,0,0.0,1,0,-0.2622598864751644,2,2,10.5,3
175,0,2,0,-1.0,0,0,-0.4505207777434208,2,1,10.5,3
176,0,3,0,-2.0,1,1,-0.391801309276417,2,3,4.591666666666667,1
177,0,3,0,1.0,0,0,-0.5087920059931192,2,1,7.25,3
178,0,3,0,-0.0,0,0,-0.5087920059931192,2,1,7.25,3
179,0,1,0,-0.0,1,0,0.8362280703881582,2,2,41.13335,3
180,0,3,0,-0.0,0,0,-0.5091649418539174,0,1,7.2292,3
181,0,3,0,-0.0,0,0,-0.4944483190393473,2,1,8.05,3
182,0,1,0,-0.0,0,0,0.0712308352000327,2,1,39.6,3
183,0,3,0,-0.0,0,0,-0.5091649418539174,0,1,7.2292,3
184,0,1,0,2.0,1,1,0.8289056181982576,2,3,27.2861,4
185,0,3,0,1.0,0,0,-0.4684503864356357,2,1,9.5,3
186,0,3,0,-0.0,0,0,-0.4972130646996868,2,1,7.8958,3
187,0,3,0,-0.0,2,0,-0.250082096251412,0,3,7.226400000000001,3
188,0,1,0,0.0,0,0,0.1770155264841006,2,1,45.5,3
189,0,3,0,-0.0,0,0,-0.497958936421283,2,1,7.8542,3
190,0,3,0,0.0,0,0,-0.4993789614297064,2,1,7.775,3
191,0,2,0,-0.0,0,0,-0.3690163625503503,0,1,15.0458,3
192,0,2,0,1.0,0,1,-0.2622598864751644,2,2,10.5,3
193,0,3,0,-0.0,0,0,-0.4834664337153657,2,1,8.6625,3
194,0,1,0,0.0,1,2,2.078450528293491,2,4,37.8875,3
195,0,3,0,-2.0,0,1,-0.4711398277394679,2,2,4.675,1
196,0,1,0,2.0,1,1,1.037636743710416,2,3,31.166666666666668,4
197,0,3,0,-1.0,0,0,-0.4834664337153657,2,1,8.6625,2
198,0,3,0,-1.0,0,0,-0.5092402462104246,0,1,7.225,3
199,0,3,0,-0.0,0,0,-0.5029648831681495,2,1,7.575,3
200,0,1,0,2.0,1,0,1.988278940258604,0,2,73.2604,4
201,0,2,0,-1.0,0,0,-0.4505207777434208,2,1,10.5,3
202,0,3,0,-0.0,0,0,-0.497958936421283,2,1,7.8542,3
203,0,2,0,-1.0,2,0,-0.0739989952069079,2,3,10.5,3
204,0,3,0,-0.0,0,0,-0.4993789614297064,2,1,7.775,3
205,0,3,0,-0.0,0,0,-0.5091649418539174,0,1,7.2292,3
206,0,2,0,-0.0,0,0,-0.4056967560128836,2,1,13.0,3
207,0,1,0,0.0,0,0,-0.1627505582333716,2,1,26.55,3
208,0,3,0,-1.0,0,0,-0.5123779277315622,2,1,7.05,3
209,0,1,0,1.0,0,0,0.7812433394117428,0,1,79.2,4
210,0,2,0,-0.0,1,0,-0.1726118430140898,2,2,13.0,3
211,0,2,0,-1.0,0,0,-0.4056967560128836,2,1,13.0,3
212,0,1,0,1.0,0,0,-0.1062722908528947,0,1,29.7,3
213,0,3,0,-0.0,0,0,-0.5092402462104246,0,1,7.225,3
214,0,3,0,-0.0,0,0,-0.4972130646996868,2,1,7.8958,3
215,0,1,0,0.0,0,0,-0.1726118430140898,2,1,26.0,3
216,0,2,0,0.0,0,0,-0.4056967560128836,2,1,13.0,3
217,0,3,0,1.0,0,2,-0.5091649418539174,0,3,2.409733333333333,3
218,0,2,0,-0.0,0,0,-0.0739989952069079,2,1,31.5,3
219,0,3,0,-0.0,0,0,-0.5091649418539174,0,1,7.2292,3
220,0,2,0,-1.0,0,0,-0.4505207777434208,2,1,10.5,2
221,0,3,0,0.0,0,0,-0.5028895788116421,2,1,7.5792,3
222,0,3,0,-0.0,1,9,0.608222615531869,2,11,6.322727272727272,3
223,0,3,0,-0.0,1,1,-0.3788023429745612,2,3,4.833333333333333,3
224,0,2,0,-0.0,0,0,-0.4056967560128836,2,1,13.0,3
225,0,2,0,-0.0,0,0,-0.3967319516667761,2,1,13.5,3
226,0,2,0,-0.0,0,0,-0.4505207777434208,2,1,10.5,3
227,0,2,0,-1.0,0,0,0.6790445698661178,2,1,73.5,2
228,0,2,0,2.0,1,2,0.5266428959822912,2,4,16.25,4
229,0,1,0,2.0,0,0,-0.1726118430140898,2,1,26.0,4
230,0,3,0,-0.0,0,0,-0.4975106962039776,2,1,7.8792,3
231,0,3,0,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
232,0,3,0,-1.0,8,2,0.608222615531869,2,11,6.322727272727272,2
233,0,3,0,-0.0,0,0,-0.4834664337153657,2,1,8.6625,3
234,0,3,0,-0.0,1,0,-0.3795500076570265,0,2,7.22915,3
235,0,2,0,-0.0,0,0,-0.3903077728723555,0,1,13.8583,3
236,0,2,0,-1.0,1,0,-0.4325911690512059,2,2,5.75,3
237,0,1,0,2.0,0,0,-0.6387816690116773,2,1,0.0,4
238,0,2,0,1.0,0,0,-0.4056967560128836,2,1,13.0,3
239,0,2,0,-1.0,0,0,-0.4325911690512059,2,1,11.5,3
240,0,1,0,2.0,0,0,0.2576987655990677,2,1,50.0,4
241,0,3,0,-2.0,4,2,-0.0760160761847821,2,7,4.483928571428572,1
242,0,3,0,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
243,0,3,0,-0.0,0,0,-0.4975106962039776,1,1,7.8792,3
244,0,2,0,-0.0,0,0,-0.4079379570994104,2,1,12.875,3
245,0,3,0,-0.0,0,0,-0.4993789614297064,2,1,7.775,3
246,0,2,0,2.0,0,0,-0.4056967560128836,2,1,13.0,4
247,0,3,0,-1.0,0,0,-0.4998272016470118,1,1,7.75,3
248,0,3,0,-2.0,3,1,-0.2609151658232482,2,5,4.215,1
249,0,1,0,-1.0,0,0,1.037636743710416,2,1,93.5,3
250,0,3,0,-1.0,0,2,-0.2757070929943255,2,3,6.75,2
251,0,2,0,1.0,0,0,-0.4505207777434208,2,1,10.5,4
252,0,3,0,-0.0,3,1,-0.2438820375656441,2,5,4.404999999999999,3
253,0,3,0,-0.0,0,0,-0.5087920059931192,1,1,7.25,3
254,0,3,0,-1.0,0,0,-0.4993789614297064,2,1,7.775,3
255,0,3,0,0.0,0,0,-0.5001266261121718,1,1,7.7333,3
256,0,2,0,1.0,1,0,-0.2622598864751644,2,2,10.5,3
257,0,1,0,-1.0,0,0,0.2057029003916445,2,1,47.1,2
258,0,1,0,1.0,1,0,-0.1417585723765264,0,2,13.8604,3
259,0,2,0,-1.0,0,0,-0.3902324685158482,0,1,13.8625,3
260,0,2,0,-1.0,1,0,-0.4505207777434208,2,2,5.25,3
261,0,1,0,2.0,1,1,3.1533305693917737,0,3,70.5,4
262,0,3,0,-0.0,0,0,-0.4944483190393473,2,1,8.05,3
263,0,3,0,1.0,0,0,-0.5087920059931192,2,1,7.25,3
264,0,3,0,-0.0,0,0,-0.4944483190393473,2,1,8.05,3
265,0,3,0,-0.0,1,1,-0.2379060989885288,0,3,7.452766666666666,3
266,1,3,1,-0.0,1,0,-0.3608727342823463,1,2,7.75,3
267,1,2,1,1.0,0,2,-0.1008934082452302,2,3,10.0,3
268,1,3,1,-0.0,0,0,-0.4944483190393473,2,1,8.05,3
269,1,3,1,-2.0,1,1,-0.3654304408119074,0,3,5.081933333333333,1
270,1,2,1,-1.0,0,1,-0.2622598864751644,2,2,10.5,3
271,1,2,1,-1.0,2,1,-0.2264006690907345,2,4,5.75,3
272,1,3,1,-0.0,1,0,-0.3608727342823463,1,2,7.75,3
273,1,3,1,-1.0,0,0,-0.5016201625162333,2,1,7.65,2
274,1,3,1,-0.0,0,0,-0.4933277184960838,2,1,8.1125,3
275,1,3,1,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
276,1,1,1,1.0,0,0,3.1504170079792893,2,1,211.3375,3
277,1,3,1,-2.0,1,1,-0.4203398674318155,2,3,4.0611,1
278,1,2,1,-1.0,1,0,-0.1726118430140898,2,2,13.0,3
279,1,1,1,1.0,0,0,1.3137527175705257,0,1,108.9,3
280,1,1,1,-0.0,1,0,0.3552663172194935,0,2,27.72085,3
281,1,1,1,1.0,1,0,0.9748831132876636,1,2,45.0,3
282,1,3,1,-1.0,0,0,-0.4944483190393473,2,1,8.05,3
283,1,3,1,-1.0,1,1,-0.4184716022060866,2,3,4.095833333333333,3
284,1,3,1,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
285,1,1,1,4.0,1,0,0.7749679763694675,2,2,39.425,5
286,1,2,1,0.0,0,0,-0.2622598864751644,2,1,21.0,3
287,1,2,1,-1.0,2,1,-0.2264006690907345,2,4,5.75,3
288,1,1,1,-0.0,0,0,3.337632603060789,2,1,221.7792,3
289,1,1,1,-0.0,3,2,4.076705417040841,2,6,43.833333333333336,3
290,1,1,1,-1.0,0,0,-0.1627505582333716,2,1,26.55,3
291,1,1,1,0.0,1,0,0.3966532329637331,0,2,28.875,3
292,1,3,1,-1.0,0,0,-0.497958936421283,2,1,7.8542,3
293,1,3,1,-0.0,0,0,-0.4944483190393473,2,1,8.05,3
294,1,3,1,-0.0,2,0,-0.2219182669176808,1,3,7.75,3
295,1,3,1,-2.0,1,1,-0.2763794533202836,2,3,6.7375,1
296,1,1,1,0.0,0,0,2.078450528293491,2,1,151.55,3
297,1,1,1,-0.0,0,0,-0.1417585723765264,0,1,27.7208,3
298,1,1,1,-0.0,1,0,0.3552663172194935,0,2,27.72085,3
299,1,3,1,-0.0,2,0,-0.2219182669176808,1,3,7.75,3
300,1,1,1,0.0,0,0,1.7727507000912268,0,1,134.5,3
301,1,2,1,-1.0,2,1,-0.2264006690907345,2,4,5.75,3
302,1,3,1,-0.0,8,2,0.608222615531869,2,11,6.322727272727272,3
303,1,1,1,1.0,1,0,0.303494572120723,2,2,26.2771,3
304,1,3,1,-0.0,1,9,0.608222615531869,2,11,6.322727272727272,3
305,1,1,1,-1.0,0,0,-0.1627505582333716,2,1,26.55,3
306,1,3,1,-0.0,0,2,-0.391801309276417,2,3,4.591666666666667,3
307,1,3,1,-0.0,1,2,-0.2183323451792378,2,4,5.8625,3
308,1,3,1,1.0,0,0,-0.5092402462104246,0,1,7.225,3
309,1,2,1,-1.0,1,1,-0.4056967560128836,2,3,4.333333333333333,2
310,1,3,1,-1.0,0,0,-0.4944483190393473,2,1,8.05,3
311,1,2,1,0.0,0,0,-0.2622598864751644,2,1,21.0,3
312,1,2,1,0.0,1,0,-0.3903077728723555,0,2,6.92915,3
313,1,1,1,2.0,0,0,-0.1417585723765264,0,1,27.7208,4
314,1,3,1,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
315,1,3,1,-0.0,1,0,-0.4966895201258742,2,2,3.9625,3
316,1,3,1,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
317,1,3,1,1.0,4,2,-0.4993789614297064,2,7,1.1107142857142858,3
318,1,3,1,-1.0,0,1,-0.3501149690670174,2,2,8.05,2
319,1,2,1,-1.0,1,0,-0.1726118430140898,2,2,13.0,3
320,1,3,1,-0.0,1,9,0.608222615531869,2,11,6.322727272727272,3
321,1,3,1,-1.0,1,1,-0.4184716022060866,2,3,4.095833333333333,3
322,1,1,1,1.0,0,1,0.4262370873058877,0,2,29.7,3
323,1,3,1,-2.0,5,2,0.2021169786532015,2,8,5.8625,1
324,1,3,1,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
325,1,3,1,-1.0,0,0,-0.5091649418539174,0,1,7.2292,2
326,1,3,1,-2.0,5,2,0.2021169786532015,2,8,5.8625,1
327,1,1,1,-1.0,0,1,0.4262370873058877,0,2,29.7,3
328,1,3,1,-1.0,0,0,-0.5081949500236684,1,1,7.2833,3
329,1,3,1,-0.0,1,2,-0.2183323451792378,2,4,5.8625,3
330,1,2,1,-0.0,1,0,-0.1726118430140898,2,2,13.0,3
331,1,2,1,-1.0,0,0,-0.3563903321092926,2,1,15.75,1
332,1,3,1,-0.0,0,0,-0.4944483190393473,2,1,8.05,3
333,1,1,1,1.0,1,0,0.3552663172194935,0,2,27.72085,3
334,1,3,1,-0.0,0,0,-0.4975106962039776,1,1,7.8792,3
335,1,3,1,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
336,1,3,1,-1.0,0,0,-0.4944483190393473,2,1,8.05,3
337,1,3,1,-1.0,0,0,-0.5002754418643172,1,1,7.725,3
338,1,2,1,0.0,0,0,-0.2622598864751644,2,1,21.0,3
339,1,3,1,-1.0,1,1,-0.4860805706626906,0,3,2.8389,2
340,1,3,1,-0.0,0,0,-0.4944483190393473,2,1,8.05,3
341,1,1,1,3.0,1,0,3.337632603060789,2,2,110.8896,5
342,1,3,1,-1.0,0,0,-0.4780875511077012,2,1,8.9625,3
343,1,1,1,-1.0,0,0,-0.1627505582333716,2,1,26.55,3
344,1,1,1,-0.0,1,1,3.799169418172309,0,3,82.50693333333334,3
345,1,3,1,1.0,0,0,-0.5092402462104246,0,1,7.225,3
346,1,3,1,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
347,1,2,1,-0.0,1,1,0.0246891569567812,0,3,12.334733333333332,3
348,1,1,1,2.0,1,1,0.8289056181982576,2,3,27.2861,4
349,1,3,1,-0.0,1,1,-0.2438820375656441,2,3,7.341666666666666,3
350,1,3,1,-0.0,0,0,-0.3788023429745612,2,1,14.5,3
351,1,3,1,1.0,4,2,-0.4993789614297064,2,7,1.1107142857142858,3
352,1,1,1,2.0,1,1,0.8289056181982576,2,3,27.2861,4
353,1,3,1,-0.0,0,0,-0.4975106962039776,1,1,7.8792,3
354,1,3,1,1.0,0,0,-0.5091649418539174,0,1,7.2292,3
355,1,1,1,-1.0,1,0,0.8362280703881582,2,2,41.13335,3
356,1,3,1,-1.0,1,1,-0.4860805706626906,0,3,2.8389,2
357,1,3,1,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
358,1,1,1,0.0,0,0,1.7727507000912268,0,1,134.5,3
359,1,2,1,-1.0,0,1,-0.2622598864751644,2,2,10.5,3
360,1,1,1,-1.0,0,1,0.4724811340448484,0,2,30.9896,3
361,1,3,1,-0.0,0,0,-0.4975106962039776,1,1,7.8792,3
362,1,2,1,-1.0,0,0,-0.3563903321092926,2,1,15.75,1
363,1,3,1,-0.0,0,0,-0.4993789614297064,2,1,7.775,3
364,1,2,1,-0.0,0,0,-0.3967319516667761,2,1,13.5,3
365,1,1,1,-0.0,1,2,0.2935579829834975,2,4,13.0,3
366,1,2,1,-0.0,0,2,-0.2264006690907345,2,3,7.666666666666667,3
367,1,2,1,-1.0,1,0,-0.1726118430140898,2,2,13.0,3
368,1,3,1,-0.0,0,0,-0.4998272016470118,1,1,7.75,3
369,1,3,1,-0.0,0,0,-0.4944483190393473,2,1,8.05,3
370,1,1,1,-0.0,1,0,0.3552663172194935,0,2,27.72085,3
371,1,3,1,1.0,1,0,-0.513274408166173,2,2,3.5,4
372,1,1,1,-1.0,1,0,0.8362280703881582,2,2,41.13335,3
